name,HiBench-micro.sort,HiBench-micro.terasort,HiBench-micro.wordcount
yarn.nodemanager.runtime.linux.docker.allowed-container-runtimes,291.3979134,10775.21985,293.2591401
yarn.nodemanager.runtime.linux.docker.host-pid-namespace.allowed,279.9638839,10146.87323,304.5668948
yarn.nodemanager.runtime.linux.docker.enable-userremapping.allowed,320,10356.38088,295.2400554
yarn.nodemanager.runtime.linux.docker.userremapping-uid-threshold,294.1163215,10207.30197,297.9713538
yarn.nodemanager.runtime.linux.docker.userremapping-gid-threshold,301.3323203,10853.35137,289.5008685
yarn.nodemanager.runtime.linux.runc.image-tag-to-manifest-plugin,297.1056853,10308.7995,297.4724834
yarn.nodemanager.runtime.linux.runc.manifest-to-resources-plugin,299.1334566,10507.43759,296.3451069
yarn.nodemanager.runtime.linux.runc.image-toplevel-dir,284.9588209,10141.98991,299.0351124
yarn.nodemanager.runtime.linux.runc.image-name,297.9927887,10675.32454,280.9416594
yarn.nodemanager.runtime.linux.runc.privileged-containers.allowed,299.6499665,10217.35732,288.4596313
yarn.nodemanager.runtime.linux.runc.privileged-containers.acl,286.0647588,10871.59308,289.1502524
yarn.nodemanager.runtime.linux.runc.host-pid-namespace.allowed,302.8908967,10473.35863,290.1743347
yarn.nodemanager.runtime.linux.runc.default-ro-mounts,281.8172121,10785.55931,279.8730107
yarn.nodemanager.runtime.linux.runc.default-rw-mounts,286.4677336,10628.6232,302.4743461
yarn.nodemanager.runtime.linux.runc.seccomp-profile,300.1361484,10722.5038,278.004434
yarn.nodemanager.runtime.linux.sandbox-mode,282.9118482,10272.39565,283.4350624
yarn.nodemanager.runtime.linux.sandbox-mode.local-dirs.permissions,283.9100203,10024.39865,295.9069924
yarn.nodemanager.log-aggregation.compression-type,302.893144,10651.99949,283.3713601
yarn.nodemanager.principal,298.1754897,11034.45041,279.0474919
yarn.nodemanager.aux-services.manifest,285.481137,10299.38241,280.6702622
yarn.nodemanager.resourcemanager.minimum.version,293.8575997,10642.43037,282.0060728
yarn.nodemanager.container-diagnostics-maximum-size,288.4199522,10724.04137,296.372525
yarn.nodemanager.container-retry-minimum-interval-ms,289.7409814,10162.8132,284.021499
yarn.nodemanager.recovery.supervised,301.6743974,10694.12504,306.2454791
yarn.nodemanager.container-executor.os.sched.priority.adjustment,300.7540912,10730.79821,300.9144418
yarn.nodemanager.container-metrics.period-ms,288.624011,10716.65102,290.7559931
yarn.nodemanager.container-monitor.process-tree.class,280.9985029,10929.28465,302.1148944
yarn.nodemanager.windows-secure-container-executor.group,299.669943,10553.65099,284.6192012
yarn.nodemanager.aux-services.mapreduce_shuffle.class,276.291852,10844.15293,288.61744
yarn.timeline-service.version,297.946601,10341.26821,291.8120672
yarn.timeline-service.http-authentication.type,283.3818591,10302.13728,303.8351033
yarn.timeline-service.http-authentication.simple.anonymous.allowed,301.9240073,10580.28558,293.157385
yarn.timeline-service.client.best-effort,283.7159278,10037.3947,304.4479619
yarn.timeline-service.recovery.enabled,284.0651315,292466.1252,300.9794499
yarn.timeline-service.state-store-class,290.1218908,10184.45132,291.2626009
yarn.timeline-service.leveldb-state-store.path,290.9742304,10651.36186,303.0410112
yarn.timeline-service.entity-group-fs-store.done-dir,279.4350332,10876.85966,278.0050539
yarn.timeline-service.entity-group-fs-store.retain-seconds,278.2363736,10007.75484,291.0276726
yarn.timeline-service.entity-group-fs-store.leveldb-cache-read-cache-size,297.0226705,10078.48196,287.079616
yarn.timeline-service.writer.class,286.2376369,10519.05698,302.8968885
yarn.timeline-service.reader.class,280.2513997,10166.90886,284.7345919
yarn.timeline-service.app-collector.linger-period.ms,298.9384393,10723.74824,281.6849122
yarn.timeline-service.hbase.coprocessor.app-final-value-retention-milliseconds,259,10232.79797,449.1718471
yarn.timeline-service.hbase.coprocessor.jar.hdfs.location,299.9731076,10162.13214,278.1549362
yarn.timeline-service.hbase-schema.prefix,277.1214876,10021.69812,289.9745537
yarn.timeline-service.hbase.configuration.file,302.9092612,10836.68158,302.6420051
yarn.timeline-service.flowname.max-size,275.3578461,10451.59071,305.9719385
yarn.sharedcache.admin.thread-count,299.7149313,214401.3183,302.9617798
yarn.sharedcache.checksum.algo.impl,292.9207046,10558.47571,287.0804295
yarn.sharedcache.nm.uploader.replication.factor,291.6775489,10721.31549,295.7199932
security.applicationhistory.protocol.acl,277.2437854,10897.07352,294.4478897
yarn.is.minicluster,301.8750484,10153.07945,278.1973056
yarn.minicluster.control-resource-monitoring,285.8118796,10882.08047,298.5835991
yarn.minicluster.fixed.ports,296.1740911,10621.71967,300.6098215
yarn.minicluster.use-rpc,301.18668,10074.11742,293.6523364
yarn.minicluster.yarn.nodemanager.resource.memory-mb,295.6383559,10311.35717,292.6124271
yarn.node-labels.fs-store.root-dir,276.8766538,10214.63375,295.5308516
yarn.node-labels.configuration-type,283.9930149,10442.69781,281.7311516
yarn.nodemanager.node-labels.resync-interval-ms,288.2500657,10937.61446,306.8132062
yarn.nodemanager.node-labels.provider.configured-node-partition,295.252756,10459.92637,300.5926151
yarn.resourcemanager.node-labels.provider,295.3459691,10453.66565,296.6986471
yarn.resourcemanager.node-labels.provider.fetch-interval-ms,280.5341641,10135.0194,301.3365686
yarn.nodemanager.node-attributes.provider,285.7460089,10530.49225,298.3804764
yarn.nodemanager.node-attributes.provider.script.path,300.1871346,10018.11046,287.1164263
yarn.nodemanager.node-attributes.provider.script.opts,296.3997321,10745.40574,292.9821901
yarn.nodemanager.node-attributes.provider.fetch-interval-ms,283.6572049,10678.71908,291.6964609
yarn.nodemanager.node-attributes.provider.fetch-timeout-ms,280.6283685,10824.13409,303.5546055
yarn.nodemanager.node-attributes.provider.configured-node-attributes,288.7740661,10081.15649,291.1528663
yarn.nodemanager.node-attributes.resync-interval-ms,285.2969927,10521.21635,279.1141973
yarn.resourcemanager.nodemanager-graceful-decommission-timeout-secs,288.5421128,10635.7785,289.4682382
yarn.resourcemanager.decommissioning-nodes-watcher.poll-interval-secs,293.0950345,10925.43108,300.0235763
yarn.http.rmwebapp.external.classes,415,280899.4232,261
yarn.http.rmwebapp.scheduler.page.class,296.4202455,10965.7126,290.7963454
yarn.http.rmwebapp.custom.unwrapped.dao.classes,289.0668087,10962.88208,279.7059869
yarn.nodemanager.node-labels.provider.script.path,280.374231,10551.04169,296.127951
yarn.nodemanager.node-labels.provider.script.opts,277.5874789,10069.56086,295.5674498
yarn.federation.enabled,286.0403971,10546.7102,306.3212855
yarn.federation.subcluster-resolver.class,286.5915027,10736.79637,296.0098682
yarn.federation.state-store.class,288.3480285,10921.98361,287.9064068
yarn.federation.registry.base-dir,287.7305203,10617.4685,281.972532
yarn.registry.class,284.4642623,10798.79792,287.4021349
yarn.log.server.url,294.9627735,10591.51354,297.2429536
yarn.log.server.web-service.url,276.8373423,10046.77467,283.7107065
yarn.tracking.url.generator,288.5311319,10765.28685,291.8494033
yarn.authorization-provider,286.3757619,10811.36228,301.0564086
yarn.nodemanager.log-aggregation.roll-monitoring-interval-seconds,300.6235927,10214.22393,306.9098909
yarn.nodemanager.log-aggregation.roll-monitoring-interval-seconds.min,275.0815224,10870.29445,286.0023278
yarn.nodemanager.log-aggregation.num-log-files-per-app,296.4940924,10097.89617,280.6940452
yarn.intermediate-data-encryption.enable,286.6883611,10773.29616,282.3605429
yarn.nodemanager.webapp.cross-origin.enabled,294.1368301,10908.50702,288.3051237
yarn.nodemanager.log-aggregation.policy.class,286.2635094,10226.97399,287.3018047
yarn.nodemanager.log-aggregation.policy.parameters,281.054992,10762.54007,283.774064
yarn.resourcemanager.nm-container-queuing.load-comparator,278.2250199,10427.47831,303.940443
yarn.resourcemanager.nm-container-queuing.queue-limit-stdev,301.3257564,10947.03458,288.3975066
yarn.nodemanager.container.stderr.pattern,295.8854244,10160.89397,290.7559907
yarn.node-labels.fs-store.impl.class,289.091722,10809.19197,288.4179233
yarn.resourcemanager.webapp.rest-csrf.custom-header,288.0854411,10129.33984,297.7516982
yarn.resourcemanager.webapp.rest-csrf.methods-to-ignore,295.8927587,10483.95016,288.4296401
yarn.nodemanager.webapp.rest-csrf.enabled,289.8131905,10478.64361,290.5303497
yarn.nodemanager.webapp.rest-csrf.custom-header,296.9405501,10363.03894,281.6202106
yarn.nodemanager.webapp.rest-csrf.methods-to-ignore,286.498096,10895.59097,278.5333158
yarn.nodemanager.disk-validator,295.7554749,10238.20887,283.7137217
yarn.timeline-service.webapp.rest-csrf.enabled,300.8573731,10249.64017,278.3672042
yarn.timeline-service.webapp.rest-csrf.custom-header,276.9751773,11007.01435,294.3917025
yarn.timeline-service.webapp.rest-csrf.methods-to-ignore,289.2553809,10484.60602,303.8019003
yarn.resourcemanager.webapp.xfs-filter.xframe-options,296.4186718,10272.90024,295.1070327
yarn.nodemanager.webapp.xfs-filter.xframe-options,279.3729702,10755.33998,287.3797074
yarn.timeline-service.webapp.xfs-filter.xframe-options,300.3006718,10095.19167,296.0193237
yarn.app.attempt.diagnostics.limit.kc,287.8757839,10463.28806,288.0114483
yarn.resource-types,275.6004044,10148.92986,303.2593386
yarn.scheduler.configuration.mutation.acl-policy.class,281.9741786,10674.69947,290.2310132
yarn.scheduler.configuration.leveldb-store.path,297.9392444,10131.9466,295.473357
yarn.scheduler.configuration.fs.path,291.0319422,10403.97154,290.7124114
yarn.nodemanager.resource-plugins.gpu.docker-plugin,282.3365045,10489.92543,304.5987845
yarn.nodemanager.resource-plugins.gpu.docker-plugin.nvidia-docker-v1.endpoint,285.4054464,10557.99309,279.3261633
yarn.nodemanager.resource-plugins.fpga.vendor-plugin.class,301.0704393,10472.10522,295.3225501
yarn.nodemanager.resource-plugins.fpga.allowed-fpga-devices,279.5144035,10770.07582,283.291385
yarn.nodemanager.resource-plugins.fpga.device-discovery-script,294.7023355,10072.23447,290.4198753
yarn.nodemanager.resource-plugins.fpga.available-devices,299.2228893,10997.76015,289.1643587
yarn.timeline-service.reader.webapp.address,288.9998696,10350.42345,298.5844903
yarn.timeline-service.reader.webapp.https.address,289.9503573,10055.79527,299.555739
yarn.timeline-service.reader.bind-host,286.2283386,10340.49184,285.4064591
yarn.nodemanager.numa-awareness.enabled,286.1138935,10213.97082,278.4777969
yarn.nodemanager.numa-awareness.node-ids,281.369394,10833.93251,285.6231337
yarn.nodemanager.numa-awareness.numactl.cmd,291.200105,10846.97552,305.9987481
yarn.nodemanager.elastic-memory-control.enabled,295.2964697,10405.68579,296.4113805
yarn.nodemanager.elastic-memory-control.oom-handler,274.8191277,10866.40058,301.0043157
yarn.nodemanager.elastic-memory-control.oom-listener.path,287.9142505,10585.05144,285.4160667
yarn.nodemanager.elastic-memory-control.timeout-sec,289.562658,10209.61636,292.8413432
yarn.node-attribute.fs-store.root-dir,291.0206737,10204.1239,300.3650376
yarn.node-attribute.fs-store.impl.class,299.2146414,10408.96363,291.6035097
yarn.nodemanager.csi-driver-adaptor.addresses,280.8997547,10042.86414,304.6658955
yarn.nodemanager.csi-driver.names,282.8288545,10394.16541,296.0097662
yarn.resourcemanager.activities-manager.cleanup-interval-ms,276.747696,10279.4958,285.0511376
yarn.resourcemanager.activities-manager.scheduler-activities.ttl-ms,298.2419641,10298.61712,280.6184789
yarn.resourcemanager.activities-manager.app-activities.max-queue-length,294.3482478,10526.4016,298.0515663
yarn.nodemanager.containers-launcher.class,289.843638,10964.27911,296.8225304
yarn.workflow-id.tag-prefix,288.7095973,10338.46952,283.4046126
yarn.resourcemanager.application.max-tag.length,289.0396294,10890.14032,304.044925
yarn.nodemanager.runtime.linux.runc.layer-mounts-to-keep,322,221404.1946,365.0184809
yarn.nodemanager.aux-services.manifest.enabled,416,298814.7263,416
yarn.nodemanager.remote-app-log-dir-include-older,321,10869.2428,449.6716721
yarn.sharedcache.nested-level,220,11057.70236,431.335783
yarn.client.application-client-protocol.poll-timeout-ms,320,234944.5043,259
yarn.nodemanager.collector-service.thread-count,260,294964.5097,277.9352499
yarn.nodemanager.localizer.cache.cleanup.interval-ms,415,273967.7258,284.0956714
yarn.log-aggregation.retain-seconds,416,11011.48254,305.8234835
yarn.nodemanager.resource.cpu-vcores,292.6126063,10405.8826,302.3731243
yarn.timeline-service.app-aggregation-interval-secs,411,10076.54791,457.0146897
yarn.node-labels.enabled,414,300267.8791,302.7653564
yarn.nodemanager.node-labels.provider.fetch-timeout-ms,412,220715.2203,306.0298004
yarn.resourcemanager.nm-container-queuing.max-queue-length,320,10557.3223,302.2454179
yarn.resourcemanager.node-removal-untracked.timeout-ms,417,10219.22692,286.2156305
yarn.nodemanager.container-monitor.enabled,322,308673.1469,300.2033616
yarn.nodemanager.linux-container-executor.cgroups.mount,259,10026.48974,347.5335921
yarn.nodemanager.node-labels.provider,320,300268.1762,287.3847994
yarn.cluster.max-application-priority,260,10427.78986,431.2549981
yarn.nodemanager.vmem-pmem-ratio,321,10712.83717,422.0975286
yarn.nodemanager.resource.count-logical-processors-as-cores,418,10130.19885,418
yarn.nodemanager.container-metrics.unregister-delay-ms,414,10157.77635,414
yarn.timeline-service.client.internal-timers-ttl-secs,418,10425.77157,418
yarn.resourcemanager.nm-container-queuing.max-queue-wait-time-ms,320,10463.52461,291.3239738
yarn.nodemanager.linux-container-executor.cgroups.delete-timeout-ms,416,227952.1814,416
yarn.nodemanager.sleep-delay-before-sigkill.ms,321,293780.1778,431.3364313
yarn.resourcemanager.activities-manager.app-activities.ttl-ms,259,225076.9801,437.8270437
yarn.timeline-service.generic-application-history.max-applications,321,10423.10346,457.0143328
yarn.resourcemanager.application.max-tags,259,228968.7215,342.736331
yarn.nodemanager.runtime.linux.docker.default-ro-mounts,411,10967.6348,420.6207862
yarn.nodemanager.runtime.linux.docker.default-rw-mounts,258,10802.55836,420.3795445
yarn.nodemanager.resource.detect-hardware-capabilities,415,10836.39785,300.9045874
yarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb,286.4507957,10862.17077,280.8589302
yarn.nodemanager.disk-health-checker.min-free-space-per-disk-watermark-high-mb,321,10776.70919,431.3365802
yarn.resourcemanager.proxy.connection.timeout,414,10755.10694,414
yarn.http.rmwebapp.custom.dao.classes,321,292467.2047,462.2634491
yarn.timeline-service.client.retry-interval-ms,260,10043.68108,342.9471005
yarn.nodemanager.resource.memory.enabled,320,10524.56398,261
yarn.client.nodemanager-client-async.thread-pool-max-size,415,279756.3119,260
yarn.nodemanager.recovery.compaction-interval-secs,321,296659.6259,281.7735961
yarn.sharedcache.nm.uploader.thread-count,321,211764.9559,302.8883307
yarn.nodemanager.node-labels.provider.fetch-interval-ms,259,241400.5182,297.9425101
yarn.sharedcache.cleaner.period-mins,414,286992.7809,295.7899501
yarn.log-aggregation-enable,415,236338.7199,289.2703198
yarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms,258,10446.72671,298.0312798
yarn.timeline-service.ttl-ms,414,10027.43527,414
yarn.sharedcache.store.in-memory.initial-delay-mins,322,308674.0013,305.0793528
yarn.sharedcache.store.in-memory.check-period-mins,260,274638.1872,283.6704393
yarn.client.application-client-protocol.poll-interval-ms,321,214401.401,343.7666651
yarn.resourcemanager.opportunistic-container-allocation.nodes-used,416,10784.74843,283.4600412
yarn.nodemanager.log.deletion-threads-count,320,10636.06718,414.0427925
yarn.nm.liveness-monitor.expiry-interval-ms,321,10891.6761,295.8839608
yarn.resourcemanager.delegation-token.max-conf-size-bytes,416,10266.84007,292.9942994
yarn.resourcemanager.nodemanagers.heartbeat-interval-speedup-factor,414,10663.0659,304.0883689
yarn.resourcemanager.system-metrics-publisher.timeline-server-v1.enable-batch,415,11055.90344,259
yarn.resourcemanager.delegation.key.update-interval,259,10735.28139,280.7178801
yarn.resourcemanager.reservation-system.enable,415,10743.69336,301.9598129
yarn.resourcemanager.reservation-system.planfollower.time-step,419,10571.63268,278.7513144
yarn.nodemanager.resource.system-reserved-memory-mb,275.3643346,10137.54021,296.6513456
yarn.nodemanager.container-log-monitor.enable,260,231277.916,303.2729928
yarn.nodemanager.container-log-monitor.dir-size-limit-bytes,320,302149.6398,306.1036419
yarn.nodemanager.health-checker.timeout-ms,415,235733.5385,288.1453585
yarn.nodemanager.disk-health-checker.min-healthy-disks,322,278625.715,420.4756983
yarn.nodemanager.disk-health-checker.disk-utilization-threshold.enabled,284.5861448,10664.82213,289.0694181
yarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage,321,228123.325,261
yarn.sharedcache.store.in-memory.staleness-period-mins,320,10081.84164,279.057114
yarn.nodemanager.resource-plugins.fpga.path-to-discovery-executables,321,10580.0051,284.5690036
